trip_id,trip_datetime,time_of_day,distance_km,duration_minutes,surge_multiplier,fare_kes,fuel_cost_kes,driver_payout_kes,platform_cost_kes,total_cost_kes,profit_kes,profit_margin_pct,profit_per_km,profit_per_minute,day_of_week,hour
8791,2025-04-17 05:40:00,Off-Peak,5.98,14.41,1.18,544.49,96.28,392.03,33.42,521.73,22.76,4.18,3.81,1.58,Thursday,5
8792,2025-01-12 15:57:00,Off-Peak,8.21,18.56,1.01,554.66,139.41,399.36,20.44,559.21,-4.55,-0.82,-0.55,-0.25,Sunday,15
8793,2025-04-16 18:34:00,Peak,5.21,17.31,1.28,593.96,88.52,439.53,54.29,582.34,11.62,1.96,2.23,0.67,Wednesday,18
8794,2025-04-16 05:06:00,Off-Peak,9.45,19.75,1.14,801.19,150.54,616.92,43.34,810.8,-9.61,-1.2,-1.02,-0.49,Wednesday,5
8795,2025-03-22 06:16:00,Peak,3.18,8.9,1.46,436.3,42.96,357.77,21.09,421.82,14.48,3.32,4.55,1.63,Saturday,6
8796,2025-03-08 13:10:00,Off-Peak,6.38,15.85,1.08,439.31,96.91,320.7,29.14,446.75,-7.44,-1.69,-1.17,-0.47,Saturday,13
8797,2025-03-15 17:21:00,Peak,7.93,19.86,1.28,676.83,125.14,527.93,46.57,699.64,-22.81,-3.37,-2.88,-1.15,Saturday,17
8798,2025-04-05 15:50:00,Off-Peak,12.04,25.72,1.1,759.44,208.77,584.77,21.2,814.74,-55.3,-7.28,-4.59,-2.15,Saturday,15
8799,2025-04-04 21:38:00,Off-Peak,9.56,21.76,1.03,681.12,123.9,497.22,35.08,656.2,24.92,3.66,2.61,1.15,Friday,21
8800,2025-02-26 07:48:00,Peak,6.28,22.24,1.49,694.55,92.88,500.08,23.87,616.83,77.72,11.19,12.38,3.49,Wednesday,7
8801,2025-02-24 07:55:00,Peak,3.51,11.05,1.66,528.4,49.14,391.02,35.66,475.82,52.58,9.95,14.98,4.76,Monday,7
8802,2025-04-16 17:15:00,Peak,19.11,44.71,1.35,1552.79,278.43,1226.7,58.72,1563.85,-11.06,-0.71,-0.58,-0.25,Wednesday,17
8803,2025-04-23 03:54:00,Off-Peak,3.87,9.74,1.1,411.61,50.7,337.52,38.2,426.42,-14.81,-3.6,-3.83,-1.52,Wednesday,3
8804,2025-03-07 05:34:00,Off-Peak,2.51,6.92,1.2,315.0,33.38,245.7,44.55,323.63,-8.63,-2.74,-3.44,-1.25,Friday,5
8805,2025-03-29 10:26:00,Off-Peak,4.16,11.72,1.14,392.82,69.14,282.83,36.34,388.31,4.51,1.15,1.08,0.38,Saturday,10
8806,2025-01-04 10:14:00,Off-Peak,2.13,6.67,1.17,246.95,31.67,185.21,32.6,249.48,-2.53,-1.02,-1.19,-0.38,Saturday,10
8807,2025-03-15 14:47:00,Off-Peak,7.88,15.76,1.08,604.81,118.83,489.9,44.42,653.15,-48.34,-7.99,-6.13,-3.07,Saturday,14
8808,2025-01-03 15:50:00,Off-Peak,6.26,11.49,1.15,470.77,108.8,338.95,44.83,492.58,-21.81,-4.63,-3.48,-1.9,Friday,15
8809,2025-03-31 18:34:00,Peak,5.42,17.06,1.22,477.05,72.84,372.1,44.61,489.55,-12.5,-2.62,-2.31,-0.73,Monday,18
8810,2025-04-03 20:27:00,Peak,5.86,18.87,1.27,559.41,81.92,413.96,21.07,516.95,42.46,7.59,7.25,2.25,Thursday,20
8811,2025-02-21 21:59:00,Off-Peak,4.35,11.35,1.04,458.97,60.25,335.05,47.86,443.16,15.81,3.44,3.63,1.39,Friday,21
8812,2025-01-16 14:30:00,Off-Peak,1.27,8.14,1.08,222.52,20.27,166.89,47.03,234.19,-11.67,-5.24,-9.19,-1.43,Thursday,14
8813,2025-03-31 01:25:00,Off-Peak,11.02,26.34,1.17,841.83,169.38,681.88,22.81,874.07,-32.24,-3.83,-2.93,-1.22,Monday,1
8814,2025-04-21 15:15:00,Off-Peak,4.63,8.44,1.07,400.19,68.66,320.15,27.61,416.42,-16.23,-4.06,-3.51,-1.92,Monday,15
8815,2025-04-26 12:33:00,Off-Peak,2.2,8.21,1.13,293.89,35.22,217.48,40.81,293.51,0.38,0.13,0.17,0.05,Saturday,12
8816,2025-04-10 04:55:00,Off-Peak,1.59,5.0,1.14,232.46,23.69,169.7,34.43,227.82,4.64,2.0,2.92,0.93,Thursday,4
8817,2025-04-12 00:23:00,Off-Peak,13.5,25.61,1.12,890.81,228.15,685.92,43.04,957.11,-66.3,-7.44,-4.91,-2.59,Saturday,0
8818,2025-04-08 00:24:00,Off-Peak,4.99,11.5,1.07,400.31,72.16,292.23,50.42,414.81,-14.5,-3.62,-2.91,-1.26,Tuesday,0
8819,2025-03-11 04:05:00,Off-Peak,4.9,12.65,1.12,429.76,84.97,326.62,41.92,453.51,-23.75,-5.53,-4.85,-1.88,Tuesday,4
8820,2025-03-26 05:11:00,Off-Peak,8.46,19.09,1.07,560.84,107.61,448.67,38.36,594.64,-33.8,-6.03,-4.0,-1.77,Wednesday,5
8821,2025-01-29 20:22:00,Peak,4.36,14.13,1.25,457.27,54.76,352.1,30.55,437.41,19.86,4.34,4.56,1.41,Wednesday,20
8822,2025-02-11 21:10:00,Off-Peak,2.09,6.69,1.2,296.79,33.29,240.4,44.62,318.31,-21.52,-7.25,-10.3,-3.22,Tuesday,21
8823,2025-01-12 12:43:00,Off-Peak,4.06,11.73,1.03,338.68,58.22,270.94,53.09,382.25,-43.57,-12.86,-10.73,-3.71,Sunday,12
8824,2025-04-22 21:23:00,Off-Peak,7.32,14.99,1.01,563.99,107.82,439.91,30.5,578.23,-14.24,-2.52,-1.95,-0.95,Tuesday,21
8825,2025-01-02 10:34:00,Off-Peak,4.04,13.0,1.18,428.49,65.37,342.79,51.53,459.69,-31.2,-7.28,-7.72,-2.4,Thursday,10
8826,2025-02-27 03:43:00,Off-Peak,3.4,11.7,1.06,308.52,45.19,225.22,36.7,307.11,1.41,0.46,0.41,0.12,Thursday,3
8827,2025-02-03 12:36:00,Off-Peak,2.8,8.32,1.13,299.04,34.33,221.29,24.47,280.09,18.95,6.34,6.77,2.28,Monday,12
8828,2025-01-20 23:04:00,Off-Peak,7.99,19.96,1.07,647.68,116.89,511.67,56.43,684.99,-37.31,-5.76,-4.67,-1.87,Monday,23
8829,2025-03-08 20:49:00,Peak,7.19,20.52,1.43,727.0,124.89,523.44,47.27,695.6,31.4,4.32,4.37,1.53,Saturday,20
8830,2025-04-30 05:04:00,Off-Peak,8.65,19.18,1.05,583.18,127.16,419.89,53.64,600.69,-17.51,-3.0,-2.02,-0.91,Wednesday,5
8831,2025-03-15 04:20:00,Off-Peak,5.44,11.77,1.07,406.88,83.94,309.23,46.2,439.37,-32.49,-7.99,-5.97,-2.76,Saturday,4
8832,2025-03-14 12:29:00,Off-Peak,4.6,14.1,1.08,417.05,60.95,337.81,24.94,423.7,-6.65,-1.59,-1.45,-0.47,Friday,12
8833,2025-04-07 19:02:00,Peak,3.52,13.28,1.63,549.17,52.03,450.32,41.66,544.01,5.16,0.94,1.47,0.39,Monday,19
8834,2025-03-13 18:34:00,Peak,5.02,13.35,1.51,630.12,74.7,491.49,45.35,611.54,18.58,2.95,3.7,1.39,Thursday,18
8835,2025-04-09 21:17:00,Off-Peak,1.68,6.04,1.19,232.44,22.53,190.6,30.45,243.58,-11.14,-4.79,-6.63,-1.84,Wednesday,21
8836,2025-01-31 13:39:00,Off-Peak,7.54,13.41,1.01,578.79,97.87,463.03,45.24,606.14,-27.35,-4.73,-3.63,-2.04,Friday,13
8837,2025-03-19 17:18:00,Peak,4.7,17.82,1.5,624.59,66.27,462.2,42.67,571.14,53.45,8.56,11.37,3.0,Wednesday,17
8838,2025-04-11 17:55:00,Peak,11.83,35.44,1.55,1214.21,144.68,922.8,20.86,1088.34,125.87,10.37,10.64,3.55,Friday,17
8839,2025-01-03 05:08:00,Off-Peak,6.02,16.34,1.18,571.46,78.26,445.74,55.3,579.3,-7.84,-1.37,-1.3,-0.48,Friday,5
8840,2025-04-25 01:54:00,Off-Peak,1.24,10.17,1.01,294.79,20.32,218.14,41.35,279.81,14.98,5.08,12.08,1.47,Friday,1
8841,2025-02-12 01:38:00,Off-Peak,6.93,15.39,1.11,567.13,110.12,425.35,43.37,578.84,-11.71,-2.06,-1.69,-0.76,Wednesday,1
8842,2025-03-30 23:14:00,Off-Peak,19.42,32.16,1.17,1383.74,269.55,1106.99,26.05,1402.59,-18.85,-1.36,-0.97,-0.59,Sunday,23
8843,2025-03-26 17:27:00,Peak,7.97,28.29,1.35,758.58,122.02,568.94,52.16,743.12,15.46,2.04,1.94,0.55,Wednesday,17
8844,2025-04-03 19:45:00,Peak,10.05,31.3,1.73,1129.45,170.65,914.85,41.26,1126.76,2.69,0.24,0.27,0.09,Thursday,19
8845,2025-03-30 08:32:00,Peak,12.6,33.35,1.21,1014.0,214.58,770.64,23.54,1008.76,5.24,0.52,0.42,0.16,Sunday,8
8846,2025-02-07 20:08:00,Peak,3.3,14.04,1.64,577.88,52.57,427.63,48.04,528.24,49.64,8.59,15.04,3.54,Friday,20
8847,2025-02-08 19:21:00,Peak,5.59,19.17,1.76,735.81,71.22,544.5,39.56,655.28,80.53,10.94,14.41,4.2,Saturday,19
8848,2025-04-19 23:39:00,Off-Peak,3.42,9.83,1.13,403.64,44.39,318.88,33.39,396.66,6.98,1.73,2.04,0.71,Saturday,23
8849,2025-03-07 17:40:00,Peak,9.33,31.77,1.46,956.25,128.29,726.75,56.86,911.9,44.35,4.64,4.75,1.4,Friday,17
8850,2025-01-09 20:05:00,Peak,3.45,14.1,1.23,432.31,55.27,319.91,52.85,428.03,4.28,0.99,1.24,0.3,Thursday,20
8851,2025-02-06 11:28:00,Off-Peak,5.41,16.11,1.18,515.48,73.31,407.23,21.71,502.25,13.23,2.57,2.45,0.82,Thursday,11
8852,2025-03-22 17:32:00,Peak,9.82,25.42,1.48,1000.69,145.24,760.52,47.95,953.71,46.98,4.69,4.78,1.85,Saturday,17
8853,2025-02-28 01:44:00,Off-Peak,9.26,20.65,1.01,648.17,156.96,518.54,26.89,702.39,-54.22,-8.37,-5.86,-2.63,Friday,1
8854,2025-03-25 14:05:00,Off-Peak,6.85,14.5,1.14,550.87,118.85,424.17,20.67,563.69,-12.82,-2.33,-1.87,-0.88,Tuesday,14
8855,2025-02-15 05:15:00,Off-Peak,12.68,25.75,1.1,855.7,215.94,701.67,28.75,946.36,-90.66,-10.59,-7.15,-3.52,Saturday,5
8856,2025-04-25 17:25:00,Peak,9.78,28.99,1.27,872.37,124.21,663.0,21.91,809.12,63.25,7.25,6.47,2.18,Friday,17
8857,2025-02-27 12:30:00,Off-Peak,4.07,7.19,1.04,334.13,71.06,250.6,45.53,367.19,-33.06,-9.89,-8.12,-4.6,Thursday,12
8858,2025-01-26 17:49:00,Peak,2.15,14.67,1.24,313.8,34.62,244.76,50.3,329.68,-15.88,-5.06,-7.39,-1.08,Sunday,17
8859,2025-03-26 05:01:00,Off-Peak,3.18,8.2,1.11,341.17,49.96,269.52,27.13,346.61,-5.44,-1.59,-1.71,-0.66,Wednesday,5
8860,2025-04-30 19:28:00,Peak,10.17,28.26,1.57,1060.49,137.19,763.55,28.37,929.11,131.38,12.39,12.92,4.65,Wednesday,19
8861,2025-02-05 12:49:00,Off-Peak,7.91,17.89,1.1,594.47,138.98,469.63,25.36,633.97,-39.5,-6.64,-4.99,-2.21,Wednesday,12
8862,2025-01-10 19:04:00,Peak,12.77,30.61,1.69,1359.64,154.52,1006.13,42.49,1203.14,156.5,11.51,12.26,5.11,Friday,19
8863,2025-04-03 20:42:00,Peak,8.44,26.61,1.72,1105.15,105.42,906.22,39.57,1051.21,53.94,4.88,6.39,2.03,Thursday,20
8864,2025-03-01 15:39:00,Off-Peak,9.92,22.28,1.12,738.4,128.17,575.95,20.25,724.37,14.03,1.9,1.41,0.63,Saturday,15
8865,2025-03-10 15:24:00,Off-Peak,7.47,13.32,1.0,446.06,120.72,325.62,34.79,481.13,-35.07,-7.86,-4.69,-2.63,Monday,15
8866,2025-03-11 04:54:00,Off-Peak,3.96,9.6,1.14,433.57,62.33,316.51,23.52,402.36,31.21,7.2,7.88,3.25,Tuesday,4
8867,2025-03-21 18:58:00,Peak,3.83,15.91,1.45,443.67,67.68,359.37,43.16,470.21,-26.54,-5.98,-6.93,-1.67,Friday,18
8868,2025-02-25 16:31:00,Off-Peak,3.2,8.29,1.11,415.41,45.09,336.48,38.95,420.52,-5.11,-1.23,-1.6,-0.62,Tuesday,16
8869,2025-04-02 04:53:00,Off-Peak,3.97,11.53,1.13,391.17,55.94,297.29,38.36,391.59,-0.42,-0.11,-0.11,-0.04,Wednesday,4
8870,2025-04-17 04:20:00,Off-Peak,12.96,20.91,1.07,816.95,207.62,596.37,49.41,853.4,-36.45,-4.46,-2.81,-1.74,Thursday,4
8871,2025-03-08 18:12:00,Peak,9.15,28.55,1.75,1115.87,119.32,848.06,38.37,1005.75,110.12,9.87,12.03,3.86,Saturday,18
8872,2025-03-05 23:02:00,Off-Peak,5.49,12.7,1.03,366.69,81.14,293.35,39.45,413.94,-47.25,-12.89,-8.61,-3.72,Wednesday,23
8873,2025-04-12 20:34:00,Peak,8.07,28.16,1.6,949.12,97.57,749.8,45.31,892.68,56.44,5.95,6.99,2.0,Saturday,20
8874,2025-02-10 21:33:00,Off-Peak,7.99,13.63,1.0,516.24,124.24,418.15,32.05,574.44,-58.2,-11.27,-7.28,-4.27,Monday,21
8875,2025-01-01 12:41:00,Off-Peak,13.64,29.74,1.18,1003.76,227.79,803.01,57.5,1088.3,-84.54,-8.42,-6.2,-2.84,Wednesday,12
8876,2025-01-24 21:40:00,Off-Peak,5.13,12.33,1.02,444.16,67.82,333.12,31.26,432.2,11.96,2.69,2.33,0.97,Friday,21
8877,2025-04-12 07:23:00,Peak,7.2,20.19,1.26,673.34,99.65,505.0,56.55,661.2,12.14,1.8,1.69,0.6,Saturday,7
8878,2025-01-07 22:17:00,Off-Peak,9.97,19.22,1.07,644.47,127.52,502.69,52.55,682.76,-38.29,-5.94,-3.84,-1.99,Tuesday,22
8879,2025-04-24 00:42:00,Off-Peak,3.94,12.73,1.07,332.98,61.82,249.74,56.25,367.81,-34.83,-10.46,-8.84,-2.74,Thursday,0
8880,2025-04-25 11:48:00,Off-Peak,14.34,27.14,1.04,918.86,220.55,744.28,27.33,992.16,-73.3,-7.98,-5.11,-2.7,Friday,11
8881,2025-02-19 12:46:00,Off-Peak,9.68,22.29,1.12,741.74,164.17,556.31,29.25,749.73,-7.99,-1.08,-0.83,-0.36,Wednesday,12
8882,2025-03-21 10:43:00,Off-Peak,3.18,10.82,1.09,331.07,56.67,254.92,53.91,365.5,-34.43,-10.4,-10.83,-3.18,Friday,10
8883,2025-02-28 18:02:00,Peak,17.25,48.51,1.22,1352.37,308.77,973.71,58.29,1340.77,11.6,0.86,0.67,0.24,Friday,18
8884,2025-01-04 21:07:00,Off-Peak,12.7,31.1,1.06,870.57,160.53,635.52,50.13,846.18,24.39,2.8,1.92,0.78,Saturday,21
8885,2025-01-22 08:57:00,Peak,8.94,26.67,1.69,1069.82,136.96,780.97,45.52,963.45,106.37,9.94,11.9,3.99,Wednesday,8
8886,2025-03-11 05:49:00,Off-Peak,1.4,5.22,1.14,266.01,23.44,199.51,52.38,275.33,-9.32,-3.5,-6.66,-1.79,Tuesday,5
8887,2025-04-06 10:54:00,Off-Peak,4.44,6.88,1.14,472.83,70.82,345.17,21.66,437.65,35.18,7.44,7.92,5.11,Sunday,10
8888,2025-02-17 08:16:00,Peak,6.88,23.19,1.62,858.18,119.57,660.8,54.17,834.54,23.64,2.75,3.44,1.02,Monday,8
8889,2025-01-24 16:25:00,Off-Peak,7.22,16.43,1.06,664.58,105.77,498.44,31.25,635.46,29.12,4.38,4.03,1.77,Friday,16
8890,2025-02-28 18:25:00,Peak,6.53,19.76,1.26,626.82,95.08,470.12,22.27,587.47,39.35,6.28,6.03,1.99,Friday,18
8891,2025-01-26 04:22:00,Off-Peak,2.53,5.36,1.05,273.18,30.76,207.62,47.26,285.64,-12.46,-4.56,-4.92,-2.32,Sunday,4
8892,2025-04-16 19:18:00,Peak,5.3,17.68,1.7,807.81,64.08,654.33,50.11,768.52,39.29,4.86,7.41,2.22,Wednesday,19
8893,2025-01-24 20:15:00,Peak,5.66,13.65,1.79,761.85,91.47,609.48,45.09,746.04,15.81,2.08,2.79,1.16,Friday,20
8894,2025-03-23 04:43:00,Off-Peak,1.16,9.6,1.1,159.22,17.2,128.97,34.01,180.18,-20.96,-13.16,-18.07,-2.18,Sunday,4
8895,2025-03-10 23:36:00,Off-Peak,8.9,22.82,1.0,568.0,142.04,465.76,24.69,632.49,-64.49,-11.35,-7.25,-2.83,Monday,23
8896,2025-04-19 08:50:00,Peak,15.3,40.64,1.28,1279.16,205.48,921.0,50.76,1177.24,101.92,7.97,6.66,2.51,Saturday,8
8897,2025-02-20 07:55:00,Peak,5.93,18.56,1.39,660.44,101.88,521.75,21.89,645.52,14.92,2.26,2.52,0.8,Thursday,7
8898,2025-05-01 06:34:00,Peak,9.0,26.71,1.55,942.2,156.78,687.81,50.39,894.98,47.22,5.01,5.25,1.77,Thursday,6
8899,2025-04-26 18:59:00,Peak,3.23,11.4,1.25,310.37,51.58,251.4,58.3,361.28,-50.91,-16.4,-15.76,-4.47,Saturday,18
8900,2025-01-14 10:25:00,Off-Peak,7.78,17.89,1.19,629.36,106.35,465.73,59.87,631.95,-2.59,-0.41,-0.33,-0.14,Tuesday,10
8901,2025-01-22 08:05:00,Peak,7.86,19.36,1.42,830.54,104.54,622.9,35.85,763.29,67.25,8.1,8.56,3.47,Wednesday,8
8902,2025-03-29 21:58:00,Off-Peak,11.86,27.05,1.18,894.5,186.8,733.49,24.35,944.64,-50.14,-5.61,-4.23,-1.85,Saturday,21
8903,2025-02-11 05:34:00,Off-Peak,13.25,23.23,1.16,924.4,233.73,748.76,23.78,1006.27,-81.87,-8.86,-6.18,-3.52,Tuesday,5
8904,2025-04-08 10:46:00,Off-Peak,8.93,20.0,1.15,648.15,138.15,466.67,39.66,644.48,3.67,0.57,0.41,0.18,Tuesday,10
8905,2025-04-30 15:11:00,Off-Peak,4.03,7.68,1.12,358.96,68.67,258.45,51.67,378.79,-19.83,-5.52,-4.92,-2.58,Wednesday,15
8906,2025-04-27 10:24:00,Off-Peak,3.93,7.28,1.13,389.65,60.48,311.72,21.92,394.12,-4.47,-1.15,-1.14,-0.61,Sunday,10
8907,2025-01-22 18:10:00,Peak,13.17,33.76,1.58,1331.71,211.38,972.15,26.73,1210.26,121.45,9.12,9.22,3.6,Wednesday,18
8908,2025-02-21 18:14:00,Peak,1.85,8.21,1.58,366.26,28.51,296.67,43.54,368.72,-2.46,-0.67,-1.33,-0.3,Friday,18
8909,2025-04-22 22:14:00,Off-Peak,2.72,7.23,1.11,346.01,42.02,280.27,23.42,345.71,0.3,0.09,0.11,0.04,Tuesday,22
8910,2025-02-13 16:38:00,Off-Peak,4.42,8.05,1.2,390.15,72.66,280.91,55.14,408.71,-18.56,-4.76,-4.2,-2.31,Thursday,16
8911,2025-04-11 21:23:00,Off-Peak,8.52,18.91,1.15,684.69,122.52,506.67,40.12,669.31,15.38,2.25,1.81,0.81,Friday,21
8912,2025-01-14 07:55:00,Peak,15.01,38.81,1.67,1581.36,261.47,1138.58,35.47,1435.52,145.84,9.22,9.72,3.76,Tuesday,7
8913,2025-05-01 16:06:00,Off-Peak,15.74,22.93,1.17,1142.02,270.41,833.67,20.53,1124.61,17.41,1.52,1.11,0.76,Thursday,16
8914,2025-03-13 22:25:00,Off-Peak,0.87,6.36,1.04,226.59,14.22,174.47,24.52,213.21,13.38,5.9,15.38,2.1,Thursday,22
8915,2025-02-17 11:01:00,Off-Peak,7.61,14.98,1.02,586.32,125.26,463.19,53.1,641.55,-55.23,-9.42,-7.26,-3.69,Monday,11
8916,2025-03-24 15:33:00,Off-Peak,6.19,14.72,1.1,527.77,89.63,406.38,47.96,543.97,-16.2,-3.07,-2.62,-1.1,Monday,15
8917,2025-02-03 12:54:00,Off-Peak,3.56,11.52,1.1,339.27,60.52,257.85,20.82,339.19,0.08,0.02,0.02,0.01,Monday,12
8918,2025-03-13 10:01:00,Off-Peak,0.8,5.0,1.17,262.56,14.08,194.29,58.96,267.33,-4.77,-1.82,-5.96,-0.95,Thursday,10
8919,2025-03-20 10:48:00,Off-Peak,6.16,14.17,1.09,509.12,103.3,376.75,34.13,514.18,-5.06,-0.99,-0.82,-0.36,Thursday,10
8920,2025-03-04 21:18:00,Off-Peak,2.68,8.38,1.11,313.27,34.3,244.35,44.26,322.91,-9.64,-3.08,-3.6,-1.15,Tuesday,21
8921,2025-04-16 08:14:00,Peak,8.32,26.38,1.52,880.2,139.11,712.96,48.9,900.97,-20.77,-2.36,-2.5,-0.79,Wednesday,8
8922,2025-01-01 06:19:00,Peak,6.54,14.96,1.22,608.05,96.73,462.12,58.26,617.11,-9.06,-1.49,-1.39,-0.61,Wednesday,6
8923,2025-03-22 19:07:00,Peak,1.42,5.58,1.57,306.69,22.22,248.42,55.62,326.26,-19.57,-6.38,-13.78,-3.51,Saturday,19
8924,2025-04-23 21:57:00,Off-Peak,5.5,8.48,1.17,448.52,98.72,327.42,43.9,470.04,-21.52,-4.8,-3.91,-2.54,Wednesday,21
8925,2025-03-07 18:04:00,Peak,2.1,5.0,1.29,314.45,29.74,251.56,25.57,306.87,7.58,2.41,3.61,1.52,Friday,18
8926,2025-04-29 03:58:00,Off-Peak,7.4,15.27,1.12,551.02,104.27,413.26,53.8,571.33,-20.31,-3.69,-2.74,-1.33,Tuesday,3
8927,2025-03-03 19:30:00,Peak,9.46,24.15,1.56,971.6,128.47,787.0,52.67,968.14,3.46,0.36,0.37,0.14,Monday,19
8928,2025-01-22 01:12:00,Off-Peak,4.84,12.95,1.03,363.81,61.76,294.69,45.57,402.02,-38.21,-10.5,-7.89,-2.95,Wednesday,1
8929,2025-03-08 22:21:00,Off-Peak,12.78,25.44,1.02,853.95,166.27,674.62,59.57,900.46,-46.51,-5.45,-3.64,-1.83,Saturday,22
8930,2025-03-16 07:17:00,Peak,7.48,18.8,1.79,1009.2,112.87,766.99,41.13,920.99,88.21,8.74,11.79,4.69,Sunday,7
8931,2025-04-12 01:05:00,Off-Peak,6.42,18.03,1.08,596.0,112.09,458.92,28.55,599.56,-3.56,-0.6,-0.55,-0.2,Saturday,1
8932,2025-04-18 11:13:00,Off-Peak,6.49,14.39,1.05,530.48,109.42,413.77,30.15,553.34,-22.86,-4.31,-3.52,-1.59,Friday,11
8933,2025-02-20 09:05:00,Peak,5.5,19.33,1.3,485.72,72.0,374.0,36.26,482.26,3.46,0.71,0.63,0.18,Thursday,9
8934,2025-02-11 09:29:00,Peak,5.36,18.43,1.6,708.68,82.38,566.94,36.91,686.23,22.45,3.17,4.19,1.22,Tuesday,9
8935,2025-01-14 10:52:00,Off-Peak,2.62,6.44,1.12,285.43,44.75,228.34,53.25,326.34,-40.91,-14.33,-15.61,-6.35,Tuesday,10
8936,2025-02-11 06:06:00,Peak,14.46,40.36,1.59,1577.67,220.37,1135.92,55.48,1411.77,165.9,10.52,11.47,4.11,Tuesday,6
8937,2025-01-28 23:11:00,Off-Peak,5.46,9.88,1.02,429.04,95.39,317.49,35.31,448.19,-19.15,-4.46,-3.51,-1.94,Tuesday,23
8938,2025-02-16 19:56:00,Peak,15.74,49.36,1.74,1751.56,274.66,1331.19,57.81,1663.66,87.9,5.02,5.58,1.78,Sunday,19
8939,2025-01-28 13:30:00,Off-Peak,9.35,26.26,1.08,668.41,131.74,528.04,57.12,716.9,-48.49,-7.25,-5.19,-1.85,Tuesday,13
8940,2025-04-04 16:06:00,Off-Peak,5.8,12.61,1.06,387.44,99.99,286.71,36.42,423.12,-35.68,-9.21,-6.15,-2.83,Friday,16
8941,2025-01-31 13:28:00,Off-Peak,6.88,16.65,1.09,538.07,106.71,403.55,54.72,564.98,-26.91,-5.0,-3.91,-1.62,Friday,13
8942,2025-04-19 10:02:00,Off-Peak,9.45,15.56,1.08,593.27,140.62,456.82,24.51,621.95,-28.68,-4.83,-3.03,-1.84,Saturday,10
8943,2025-01-03 19:17:00,Peak,11.15,35.4,1.72,1232.19,185.65,961.11,40.45,1187.21,44.98,3.65,4.03,1.27,Friday,19
8944,2025-04-19 04:44:00,Off-Peak,6.35,16.07,1.19,522.08,106.3,422.88,48.51,577.69,-55.61,-10.65,-8.76,-3.46,Saturday,4
8945,2025-04-21 20:51:00,Peak,10.57,32.26,1.38,959.09,169.65,767.27,33.82,970.74,-11.65,-1.21,-1.1,-0.36,Monday,20
8946,2025-01-14 09:49:00,Peak,9.25,29.73,1.72,1129.76,156.05,858.62,20.92,1035.59,94.17,8.34,10.18,3.17,Tuesday,9
8947,2025-04-12 02:02:00,Off-Peak,9.51,15.7,1.16,723.98,168.42,579.18,22.22,769.82,-45.84,-6.33,-4.82,-2.92,Saturday,2
8948,2025-04-10 11:11:00,Off-Peak,10.59,18.6,1.19,798.6,182.57,638.88,55.78,877.23,-78.63,-9.85,-7.42,-4.23,Thursday,11
8949,2025-02-28 12:39:00,Off-Peak,4.28,8.95,1.05,361.35,53.29,278.24,40.74,372.27,-10.92,-3.02,-2.55,-1.22,Friday,12
8950,2025-03-09 03:44:00,Off-Peak,13.52,22.81,1.12,933.65,231.19,700.24,26.09,957.52,-23.87,-2.56,-1.77,-1.05,Sunday,3
8951,2025-03-17 16:30:00,Off-Peak,7.93,18.91,1.05,626.24,132.35,507.25,56.08,695.68,-69.44,-11.09,-8.76,-3.67,Monday,16
8952,2025-03-13 01:38:00,Off-Peak,11.13,21.94,1.16,782.13,195.44,641.35,57.69,894.48,-112.35,-14.36,-10.09,-5.12,Thursday,1
8953,2025-04-04 04:48:00,Off-Peak,6.34,17.85,1.0,489.83,104.23,362.47,33.04,499.74,-9.91,-2.02,-1.56,-0.56,Friday,4
8954,2025-03-03 00:17:00,Off-Peak,7.34,14.9,1.11,567.0,126.76,453.6,43.44,623.8,-56.8,-10.02,-7.74,-3.81,Monday,0
8955,2025-02-16 04:15:00,Off-Peak,4.27,12.06,1.07,401.96,51.5,289.41,33.03,373.94,28.02,6.97,6.56,2.32,Sunday,4
8956,2025-04-19 16:33:00,Off-Peak,2.99,9.64,1.06,303.02,53.43,218.17,49.01,320.61,-17.59,-5.8,-5.88,-1.82,Saturday,16
8957,2025-03-13 11:25:00,Off-Peak,5.65,14.65,1.13,453.55,74.3,344.7,57.92,476.92,-23.37,-5.15,-4.14,-1.6,Thursday,11
8958,2025-01-21 04:59:00,Off-Peak,9.71,18.16,1.17,731.05,166.91,562.91,21.11,750.93,-19.88,-2.72,-2.05,-1.09,Tuesday,4
8959,2025-02-12 17:51:00,Peak,4.36,11.22,1.57,537.76,76.65,414.08,38.83,529.56,8.2,1.52,1.88,0.73,Wednesday,17
8960,2025-04-27 13:26:00,Off-Peak,1.89,5.24,1.17,224.87,22.7,170.9,51.96,245.56,-20.69,-9.2,-10.95,-3.95,Sunday,13
8961,2025-01-08 10:55:00,Off-Peak,12.2,25.77,1.05,858.11,213.26,626.42,47.57,887.25,-29.14,-3.4,-2.39,-1.13,Wednesday,10
8962,2025-04-09 18:32:00,Peak,2.7,8.31,1.51,420.92,45.85,315.69,27.29,388.83,32.09,7.62,11.89,3.86,Wednesday,18
8963,2025-02-23 14:34:00,Off-Peak,7.77,15.34,1.09,499.79,136.21,399.83,35.69,571.73,-71.94,-14.39,-9.26,-4.69,Sunday,14
8964,2025-02-26 08:19:00,Peak,16.86,41.94,1.21,1134.38,220.19,850.79,38.73,1109.71,24.67,2.17,1.46,0.59,Wednesday,8
